fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency
DCFGX,Dunham Focused Large Cap Growth Fund Class C,Large Growth,Dunham Funds,105130000,19.6,0,3,7/12/2011,Growth,Large,USD
DCFRX,Dunham Floating Rate Bond Fund Class C,Bank Loan,Dunham Funds,177520000,3.44,4.01,1,31/10/2013,,,USD
DCGTX,Jackson Square SMID-Cap Growth Fund IS Class,Mid-Cap Growth,Jackson Square,826880000,24.11,0.23,5,30/11/2003,Growth,Medium,USD
DCGVX,Dreyfus Strategic Value Fund Class C,Large Value,Dreyfus,1540000000,9.82,0.86,2,30/5/2001,Value,Large,USD
DCHYX,Dunham High-Yield Bond Fund Class C,High Yield Bond,Dunham Funds,109720000,7.76,4.41,1,30/6/2005,,,USD
DCIBX,DFA California Intermediate-Term Municipal Bond Portfolio Institutional Class Shares,Muni California Intermediate,Dimensional Fund Advisors,488510000,1.52,1.42,1,28/11/2011,Value,Large,USD
DCINX,Dunham International Stock Fund Class C,Foreign Large Blend,Dunham Funds,122390000,9.48,0.1,3,9/12/2004,Blend,Large,USD
DCIOX,Dunham International Opportunity Bond Fund Class C,World Bond,Dunham Funds,36020000,1.14,0,1,31/10/2013,,,USD
DCLVX,Dunham Large Cap Value Fund Class C,Large Value,Dunham Funds,78700000,10.89,0.09,2,9/12/2004,Value,Large,USD
DCMDX,Dunham Monthly Distribution Fund Class C,Multialternative,Dunham Funds,266790000,1.83,0,3,31/7/2008,Blend,Large,USD
DCMEX,DuPont Capital Emerging Markets Fund Class I,Diversified Emerging Mkts,DuPont,24110000,9.7,1.85,3,5/12/2010,Value,Large,USD
DCMIX,Dreyfus California AMT-Free Municipal Bond Fund Class I,Muni California Intermediate,Dreyfus,871480000,2.33,3.25,4,14/12/2008,Blend,Medium,USD
DCMSX,DFA Commodity Strategy Portfolio Institutional Class Shares,Commodities Broad Basket,Dimensional Fund Advisors,1760000000,6.93,1.54,3,8/11/2010,Value,Medium,USD
DCNJX,"Dreyfus New Jersey Municipal Bond Fund, Inc. Class C",Muni New Jersey,Dreyfus,432660000,2.49,2.23,2,6/1/2003,Blend,Medium,USD
DCOIX,Delaware Tax-Free Colorado Fund Institutional Class,Muni Single State Long,Delaware Funds by Macquarie,205240000,2.45,3.61,5,30/12/2013,Value,Medium,USD
DCPAX,BNY Mellon Insight Core Plus Fund A,Intermediate-Term Bond,Dreyfus,599810000,4.09,3.08,5,1/2/2018,Blend,Medium,USD
DCPCX,BNY Mellon Insight Core Plus Fund C,Intermediate-Term Bond,Dreyfus,599810000,4.01,2.33,3,1/2/2018,Blend,Medium,USD
DCPEX,Dreyfus Emerging Markets Fund Class C,Diversified Emerging Mkts,Dreyfus,109980000,8.57,0,2,14/11/2002,Value,Large,USD
DCPFX,Macquarie Pooled Trust Core Plus Bond Portfolio,Intermediate-Term Bond,Macquarie Investment Management,221680000,4.23,2.91,4,27/6/2002,Blend,Medium,USD
DCPIX,BNY Mellon Insight Core Plus Fund I,Intermediate-Term Bond,Dreyfus,599810000,4.16,3.36,5,1/2/2018,Blend,Medium,USD
DCPYX,BNY Mellon Insight Core Plus Fund Y,Intermediate-Term Bond,Dreyfus,599810000,4.16,3.31,5,1/12/2010,Blend,Medium,USD
DCREX,Dunham Real Estate Stock Fund Class C,Real Estate,Dunham Funds,57970000,16.47,0.92,2,9/12/2004,Blend,Medium,USD
DCSCX,Davis Appreciation & Income Fund Class C,Allocation - 70% to 85% Equity,Davis Funds,190520000,8.67,0.3,1,11/8/1997,Blend,Large,USD
DCSVX,Dunham Small Cap Value Fund Class C,Small Value,Dunham Funds,50150000,11.28,0,3,9/12/2004,Value,Small,USD
DCSYX,Davis Appreciation & Income Fund Class Y,Allocation - 70% to 85% Equity,Davis Funds,190520000,8.99,1.34,2,12/11/1996,Blend,Large,USD
DCTIX,Delaware Tax-Free California Fund Institutional Class,Muni California Long,Delaware Funds by Macquarie,92590000,2.78,3.63,4,30/12/2013,Blend,Medium,USD
DCUAX,DWS CROCI U.S. Fund - Class A,Large Value,DWS,805130000,13.02,2.19,2,9/4/2015,Value,Large,USD
DCUCX,DWS CROCI U.S. Fund - Class C,Large Value,DWS,805130000,12.82,1.49,1,9/4/2015,Value,Large,USD
DCUIX,DWS CROCI U.S. Fund - Class Inst,Large Value,DWS,805130000,13.14,2.5,2,9/4/2015,Value,Large,USD
DCURX,DWS CROCI U.S. Fund - Class R6,Large Value,DWS,805130000,13.14,2.59,2,9/4/2015,Value,Large,USD
DCUSX,DWS CROCI U.S. Fund - Class S,Large Value,DWS,805130000,13.14,2.52,2,9/4/2015,Value,Large,USD
DCUTX,DWS CROCI U.S. Fund - Class R,Large Value,DWS,805130000,13.02,1.93,2,8/12/2016,Value,Large,USD
DCUUX,DWS CROCI U.S. Fund - Class T,Large Value,DWS,805130000,13.02,2.27,2,4/6/2017,Value,Large,USD
DCZRX,Delaware Small Cap Core Fund Class R6,Small Blend,Delaware Funds by Macquarie,4510000000,14.7,0.49,4,1/5/2016,Growth,Small,USD
DDDAX,13D Activist Fund Class A,Mid-Cap Growth,13D Activist Fund,352140000,14.9,0,2,27/12/2011,Blend,Medium,USD
DDDCX,13D Activist Fund Class C,Mid-Cap Growth,13D Activist Fund,352140000,14.71,0,2,10/12/2012,Blend,Medium,USD
DDDIX,13D Activist Fund Class I,Mid-Cap Growth,13D Activist Fund,352140000,14.93,0,2,27/12/2011,Blend,Medium,USD
DDDRX,Delaware Wealth Builder Fund Class R,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,554040000,8.17,2.25,3,30/9/2003,Value,Large,USD
DDFAX,Delaware Floating Rate Fund Class A,Bank Loan,Delaware Funds by Macquarie,159150000,3.75,5.23,2,25/2/2010,Value,Small,USD
DDFCX,Delaware Floating Rate Fund Class C,Bank Loan,Delaware Funds by Macquarie,159150000,3.43,4.47,1,25/2/2010,Value,Small,USD
DDFFX,Delaware Floating Rate Fund Class R,Bank Loan,Delaware Funds by Macquarie,159150000,3.56,4.98,1,25/2/2010,Value,Small,USD
DDFIX,Invesco Diversified Dividend Fund R5 Class,Large Value,Invesco,19570000000,11.63,2.71,3,24/10/2005,Value,Large,USD
DDFLX,Delaware Floating Rate Fund Institutional Class,Bank Loan,Delaware Funds by Macquarie,159150000,3.81,5.49,2,25/2/2010,Value,Small,USD
DDFRX,Invesco Diversified Dividend Fund Class R,Large Value,Invesco,19570000000,11.48,2.16,3,24/10/2005,Value,Large,USD
DDIAX,Delaware Wealth Builder Fund Class A,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,554040000,8.22,2.51,3,1/12/1996,Value,Large,USD
DDICX,Delaware Wealth Builder Fund Class C,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,554040000,8.1,1.74,2,30/9/2003,Value,Large,USD
DDIFX,Dreyfus Diversified International Fund Class Y,Foreign Large Blend,Dreyfus,854800000,10.86,1.82,3,30/9/2015,Blend,Large,USD
DDIIX,Delaware Wealth Builder Fund Institutional Class,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,554040000,8.3,2.77,3,1/12/1996,Value,Large,USD
DDJCX,DDJ Opportunistic High Yield Fund Class I,High Yield Bond,DDJ,16300000,4.51,9.29,5,15/7/2015,,,USD
DDJIX,DDJ Opportunistic High Yield Fund Institutional Class,High Yield Bond,DDJ,16300000,4.5,9.15,5,15/7/2015,,,USD
DDJRX,DDJ Opportunistic High Yield Fund Class II,High Yield Bond,DDJ,16300000,4.28,8.61,4,15/7/2015,,,USD
DDMCX,Deutsche Diversified Market Netrl C,Market Neutral,Deutsche Asset & Wealth Mngt,75530000,-6.39,0,2,12/10/2006,Blend,Medium,USD
DDSTX,Dreyfus Disciplined Stock Fund,Large Blend,Dreyfus,583690000,12.19,0.97,3,30/12/1987,Blend,Large,USD
DDVAX,Delaware Value Fund Class A,Large Value,Delaware Funds by Macquarie,14280000000,10.15,1.49,4,13/9/1998,Value,Large,USD
DDVCX,Delaware Value Fund Class C,Large Value,Delaware Funds by Macquarie,14280000000,9.92,0.73,4,30/4/2002,Value,Large,USD
DDVIX,Delaware Value Fund Institutional Class,Large Value,Delaware Funds by Macquarie,14280000000,10.22,1.74,4,13/9/1998,Value,Large,USD
DDVRX,Delaware Value Fund Class R,Large Value,Delaware Funds by Macquarie,14280000000,10.08,1.23,4,31/8/2005,Value,Large,USD
DDZRX,Delaware Value Fund Class R6,Large Value,Delaware Funds by Macquarie,14280000000,10.25,1.83,4,1/5/2016,Value,Large,USD
DEBIX,Shelton Tactical Credit Fund Institutional Class,Long-Short Credit,Shelton Capital Management,25070000,3.52,5.18,3,15/12/2014,,,USD
DEBTX,Shelton Tactical Credit Fund Investor Class,Long-Short Credit,Shelton Capital Management,25070000,3.49,4.82,3,15/12/2014,,,USD
DEDAX,Delaware Emerging Markets Debt Fund Class A,Emerging Markets Bond,Delaware Funds by Macquarie,22900000,6.37,4.51,3,29/9/2013,Blend,Small,USD
DEDCX,Delaware Emerging Markets Debt Fund Class C,Emerging Markets Bond,Delaware Funds by Macquarie,22900000,6.19,3.77,3,29/9/2013,Blend,Small,USD
DEDIX,Delaware Emerging Markets Debt Fund Institutional Class,Emerging Markets Bond,Delaware Funds by Macquarie,22900000,6.44,4.78,3,29/9/2013,Blend,Small,USD
DEDRX,Delaware Emerging Markets Debt Fund Class R,Emerging Markets Bond,Delaware Funds by Macquarie,22900000,6.45,4.78,3,29/9/2013,Blend,Small,USD
DEEAX,Delaware Extended Duration Bond Fund Class A,Corporate Bond,Delaware Funds by Macquarie,628480000,7.69,3.82,4,14/9/1998,Growth,Medium,USD
DEECX,Delaware Extended Duration Bond Fund Class C,Corporate Bond,Delaware Funds by Macquarie,628480000,7.5,3.09,4,14/9/1998,Growth,Medium,USD
DEEIX,Delaware Extended Duration Bond Fund Class Institutional,Corporate Bond,Delaware Funds by Macquarie,628480000,7.77,4.06,4,14/9/1998,Growth,Medium,USD
DEERX,Delaware Extended Duration Bond Fund Class R,Corporate Bond,Delaware Funds by Macquarie,628480000,7.61,3.58,4,2/10/2005,Growth,Medium,USD
DEEVX,Delaware Smid Cap Growth Fund Class C,Small Growth,Delaware Funds by Macquarie,1570000000,24.36,0,4,28/11/1995,Growth,Medium,USD
DEFFX,Delaware Tax-Free Minnesota Fund Class A,Muni Minnesota,Delaware Funds by Macquarie,553220000,2.49,2.98,4,26/2/1984,Blend,Medium,USD
DEGCX,Delaware International Value Equity Fund Class C,Foreign Large Value,Delaware Funds by Macquarie,302290000,10.67,0.73,2,28/11/1995,Value,Large,USD
DEGGX,Delaware Strategic Income Fund Class A,Multisector Bond,Delaware Funds by Macquarie,54970000,4.66,4.5,2,15/8/1985,Blend,Small,USD
DEGIX,Delaware International Value Equity Fund Class A,Foreign Large Value,Delaware Funds by Macquarie,302290000,10.93,2.09,3,30/10/1991,Value,Large,USD
DEIGX,MassMutual Premier Disciplined Growth Fund Service Class,Large Growth,MassMutual,308090000,14.75,0.9,4,18/12/2000,Growth,Large,USD
DELIX,Delaware Tax-Free Pennsylvania Fund Class A,Muni Pennsylvania,Delaware Funds by Macquarie,434360000,2.31,3.58,4,22/3/1977,Value,Medium,USD
DELNX,DoubleLine Low Duration Emerging Markets Fixed Income Fund Class N,Emerging Markets Bond,DoubleLine,221290000,3.22,2.64,2,6/4/2014,Value,Small,USD
DELPX,Macquarie Pooled Trust Labor Select International Equity Portfolio,Foreign Large Value,Macquarie Investment Management,425310000,8.42,3.07,3,18/12/1995,Value,Large,USD
DEMAX,Delaware Emerging Markets Fund Class A,Diversified Emerging Mkts,Delaware Funds by Macquarie,5590000000,11.07,0.3,4,9/6/1996,Blend,Large,USD
DEMCX,Delaware Emerging Markets Fund Class C,Diversified Emerging Mkts,Delaware Funds by Macquarie,5590000000,10.87,0,3,9/6/1996,Blend,Large,USD
DEMIX,Delaware Emerging Markets Fund Institutional Class,Diversified Emerging Mkts,Delaware Funds by Macquarie,5590000000,11.13,0.59,4,9/6/1996,Blend,Large,USD
DEMRX,Delaware Emerging Markets Fund Class R,Diversified Emerging Mkts,Delaware Funds by Macquarie,5590000000,10.98,0.02,3,30/8/2009,Blend,Large,USD
DEMSX,DFA Emerging Markets Small Cap Portfolio Institutional Class,Diversified Emerging Mkts,Dimensional Fund Advisors,6980000000,8.8,1.94,4,4/3/1998,Value,Small,USD
DEMZX,Delaware Emerging Markets Fund Class R6,Diversified Emerging Mkts,Delaware Funds by Macquarie,5590000000,11.14,0.68,4,1/5/2016,Blend,Large,USD
DENVX,MassMutual Premier Disciplined Value Fund Service Class,Large Value,MassMutual,137470000,10.59,2.32,3,18/12/2000,Value,Large,USD
DEOPX,Davenport Equity Opportunities Fund,Mid-Cap Growth,Davenport,409000000,18.55,0,3,30/12/2010,Growth,Large,USD
DEQAX,Dreyfus Global Equity Income Fund Fund Class A,World Large Stock,Dreyfus,428480000,11.06,2.35,4,17/10/2007,Value,Large,USD
DEQCX,Dreyfus Global Equity Income Fund Fund Class C,World Large Stock,Dreyfus,428480000,10.81,1.52,3,17/10/2007,Value,Large,USD
DEQIX,Delaware International Value Equity Fund Institutional Class,Foreign Large Value,Delaware Funds by Macquarie,302290000,10.99,2.35,4,8/11/1992,Value,Large,USD
DEQYX,Dreyfus Global Equity Income Fund Class Y,World Large Stock,Dreyfus,428480000,11.19,2.78,4,30/6/2013,Value,Large,USD
DEUCX,Delaware U.S. Growth Fund Class C,Large Growth,Delaware Funds by Macquarie,2370000000,11.51,0,2,22/5/1994,Growth,Large,USD
DEUIX,Delaware U.S. Growth Fund Institutional Class,Large Growth,Delaware Funds by Macquarie,2370000000,11.82,0,3,2/2/1994,Growth,Large,USD
DEURX,Delaware U.S. Growth Fund Class R,Large Growth,Delaware Funds by Macquarie,2370000000,11.64,0,2,1/6/2003,Growth,Large,USD
DEVCX,Delaware Small Cap Value Fund Class C,Small Value,Delaware Funds by Macquarie,3960000000,13.22,0,3,28/11/1995,Value,Small,USD
DEVDX,Driehaus Event Driven Fund,Multialternative,Driehaus,55610000,12.31,3.18,4,22/8/2013,Growth,Small,USD
DEVIX,Delaware Small Cap Value Fund Institutional Class,Small Value,Delaware Funds by Macquarie,3960000000,13.49,0.95,4,8/11/1992,Value,Small,USD
DEVLX,Delaware Small Cap Value Fund Class A,Small Value,Delaware Funds by Macquarie,3960000000,13.43,0.7,4,23/6/1987,Value,Small,USD
DEYCX,Dreyfus Large Cap Equity Fund Class C,Large Growth,Dreyfus,629410000,12.62,0,2,14/9/2008,Growth,Large,USD
DEZRX,Delaware Extended Duration Bond Fund Class R6,Corporate Bond,Delaware Funds by Macquarie,628480000,7.78,4.14,5,1/5/2016,Growth,Medium,USD
DFAIX,DFA Short-Duration Real Return Portfolio Institutional Class,Short-Term Bond,Dimensional Fund Advisors,1450000000,2.5,2.65,3,4/11/2013,Value,Medium,USD
DFALX,DFA Large Cap International Portfolio Institutional Class,Foreign Large Blend,Dimensional Fund Advisors,5060000000,10.49,2.99,3,16/7/1991,Blend,Large,USD
DFAPX,DFA Investment Grade Portfolio Institutional Class Shares,Intermediate-Term Bond,Dimensional Fund Advisors,8940000000,3.73,2.65,4,6/3/2011,Blend,Medium,USD
DFBAX,Delaware Strategic Allocation Class A,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,272910000,7.65,1.78,2,30/12/1997,Blend,Large,USD
DFBCX,Delaware Strategic Allocation Class C,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,272910000,7.45,1.01,2,30/12/1997,Blend,Large,USD
DFBRX,Delaware Strategic Allocation Class R,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,272910000,7.51,1.52,2,1/6/2003,Blend,Large,USD
DFCCX,DFA CSTG&E International Social Core Equity Portfolio,Foreign Large Blend,Dimensional Fund Advisors,179900,7.17,2.73,3,2/8/2007,Value,Large,USD
DFCEX,DFA Emerging Markets Core Equity Portfolio Institutional Class,Diversified Emerging Mkts,Dimensional Fund Advisors,28470000000,8.61,2.28,4,4/4/2005,Blend,Large,USD
DFCFX,DFA Two-Year Fixed Income Portfolio Institutional Class,Short-Term Bond,Dimensional Fund Advisors,133590000,0.79,2.03,2,5/6/1996,Value,Large,USD
DFCIX,Delaware Smid Cap Growth Fund Class A,Small Growth,Delaware Funds by Macquarie,1570000000,24.54,0,5,26/3/1986,Growth,Medium,USD
DFCMX,DFA California Short Term Municipal Bond Portfolio Institutional Class,Muni Single State Short,Dimensional Fund Advisors,1290000000,0.53,1.11,2,1/4/2007,Value,Large,USD
DFCSX,DFA Continental Small Company Portfolio Institutional Class,Europe Stock,Dimensional Fund Advisors,629350000,9.91,2.26,4,14/4/1988,Blend,Small,USD
DFCUX,DFA CSTG&E US Social Core Equity 2,Mid-Cap Blend,Dimensional Fund Advisors,83710000,-10.54,2.09,3,2/8/2007,Blend,Large,USD
DFCVX,DFA U.S. Large Cap Value II Portfolio,Large Value,Dimensional Fund Advisors,167590000,10.83,2.28,4,1/8/1994,Value,Large,USD
DFDIX,Delaware Smid Cap Growth Fund Institutional Class,Small Growth,Delaware Funds by Macquarie,1570000000,24.62,0,5,8/11/1992,Growth,Medium,USD
DFDMX,DF Dent Midcap Growth Fund Investor Shares,Mid-Cap Growth,DF Dent Funds,72900000,19.13,0,4,30/6/2011,Growth,Medium,USD
DFDPX,DF Dent Premier Growth Fund Investor Shares,Mid-Cap Growth,DF Dent Funds,187690000,19.85,0,5,15/7/2001,Growth,Large,USD
DFDSX,DF Dent Small Cap Growth Fund Investor Shares,Small Growth,DF Dent Funds,16950000,17.06,0,4,31/10/2013,Growth,Small,USD
DFELX,DFA Enhanced U.S. Large Company Portfolio Institutional Class,Large Blend,Dimensional Fund Advisors,334520000,14.54,2.29,5,1/7/1996,Value,Medium,USD
DFEMX,DFA Emerging Markets Portfolio Institutional Class,Diversified Emerging Mkts,Dimensional Fund Advisors,6000000000,8.18,1.98,3,24/4/1994,Blend,Large,USD
DFEOX,DFA U.S. Core Equity 1 Portfolio Institutional Class,Large Blend,Dimensional Fund Advisors,25080000000,13.79,1.63,4,14/9/2005,Blend,Large,USD
DFEPX,DFA Emerging Markets Value Portfolio Class R2,Diversified Emerging Mkts,Dimensional Fund Advisors,18160000000,7.08,2.05,3,28/1/2008,Value,Large,USD
DFEQX,DFA Short-Term Extended Quality Portfolio Institutional Class,Short-Term Bond,Dimensional Fund Advisors,5870000000,1.7,3.09,3,3/3/2009,Value,Medium,USD
DFESX,DFA Emerging Markets Social Core Portfolio,Diversified Emerging Mkts,Dimensional Fund Advisors,1440000000,8.94,2.17,3,30/8/2006,Blend,Large,USD
DFETX,DFA Emerging Markets Portfolio II,Diversified Emerging Mkts,Dimensional Fund Advisors,69460000,8.19,2.76,3,13/8/1997,Blend,Large,USD
DFEVX,DFA Emerging Markets Value Portfolio Institutional Class,Diversified Emerging Mkts,Dimensional Fund Advisors,18160000000,7.15,2.32,3,31/3/1998,Value,Large,USD
DFFCX,Davis Financial Fund Class C,Financial,Davis Funds,1100000000,6.98,0.23,4,11/8/1997,Value,Large,USD
DFFGX,DFA Short-Term Government Portfolio Institutional Class,Short Government,Dimensional Fund Advisors,2430000000,0.95,1.62,4,31/5/1987,Value,Large,USD
DFFIX,Delaware Strategic Allocation Institutional Class,Allocation - 50% to 70% Equity,Delaware Funds by Macquarie,272910000,7.7,2,2,30/12/1997,Blend,Large,USD
DFFVX,DFA U.S. Targeted Value Portfolio Institutional Class,Small Value,Dimensional Fund Advisors,10680000000,12.14,1.2,4,22/2/2000,Value,Small,USD
DFGBX,DFA Five-Year Global Fixed Income Portfolio Institutional Class,World Bond,Dimensional Fund Advisors,14830000000,1.71,4.66,3,5/11/1990,Blend,Large,USD
DFGEX,DFA Global Real Estate Securities Portfolio,Global Real Estate,Dimensional Fund Advisors,8220000000,15.2,4.41,5,3/6/2008,Blend,Medium,USD
DFGFX,DFA Two Year Global Fixed Income Portfolio Institutional Class,World Bond,Dimensional Fund Advisors,5630000000,0.99,2.37,3,8/2/1996,Value,Large,USD
DFGPX,DFA Global Allocation 25/75 Portfolio Class R2,Allocation - 15% to 30% Equity,Dimensional Fund Advisors,865340000,4.35,2.29,3,23/12/2003,Blend,Large,USD
DFHBX,LWAS/DFA International High Book To Mkt,Foreign Large Value,Dimensional Fund Advisors,58700000,26.27,2.95,3,9/6/1993,Value,Large,USD
DFIEX,DFA International Core Equity Portfolio Institutional Class,Foreign Large Blend,Dimensional Fund Advisors,28750000000,10.07,2.9,4,14/9/2005,Blend,Medium,USD
DFIGX,DFA Intermediate Government Fixed Income Portfolio Institutional Class,Intermediate Government,Dimensional Fund Advisors,5080000000,2.53,2.19,4,18/10/1990,Blend,Large,USD
DFIHX,DFA One-Year Fixed Income Portfolio Institutional Class,Ultrashort Bond,Dimensional Fund Advisors,8130000000,0.77,2.01,2,24/7/1983,Value,Large,USD
DFIPX,DFA International Value Portfolio Class R2,Foreign Large Value,Dimensional Fund Advisors,9340000000,8.35,2.69,3,29/4/2008,Value,Large,USD
DFISX,DFA International Small Company Portfolio Institutional Class,Foreign Small/Mid Blend,Dimensional Fund Advisors,12380000000,9.92,2.26,3,29/9/1996,Blend,Small,USD
DFITX,DFA International Real Estate Securities Portfolio Institutional Class,Global Real Estate,Dimensional Fund Advisors,5690000000,11.82,5.35,3,28/2/2007,Blend,Medium,USD
DFIVX,DFA International Value Portfolio Institutional Class,Foreign Large Value,Dimensional Fund Advisors,9340000000,8.46,2.96,3,14/2/1994,Value,Large,USD
DFJSX,DFA Japanese Small Company Portfolio Institutional Class,Japan Stock,Dimensional Fund Advisors,573700000,6.09,1.16,3,30/1/1986,Blend,Small,USD
DFLAX,Dreyfus Floating Rate Income Fund Class A,Bank Loan,Dreyfus,958760000,3.11,4.97,2,26/9/2013,Value,Small,USD
DFLCX,Dreyfus Floating Rate Income Fund Class C,Bank Loan,Dreyfus,958760000,2.9,4.17,1,26/9/2013,Value,Small,USD
DFLEX,DoubleLine Flexible Income Fund Class I,Nontraditional Bond,DoubleLine,1300000000,3.08,4.57,3,6/4/2014,Value,Small,USD
